Reference Year,Facility Description,Total Facility Emission (tonnes CO2e)
2017,Paperboard Mills,265732.93
2017,Particle Board and Fibreboard Mills,76317.14
2017,Petrochemical Manufacturing,1181521.99
2017,Petroleum Product Wholesaler-Distributors,130356.12
2017,Petroleum Refineries,3880642.25
2017,Pharmaceutical and Medicine Manufacturing,66557.6
2017,Pipeline Transportation of Natural Gas,762433.05
2017,Polystyrene Foam Product Manufacturing,14437.09
2017,Poultry Processing,28948.97
2017,Rendering and Meat Processing from Carcasses,79681.44
2017,Resin and Synthetic Rubber Manufacturing,447204.94
2017,Rice Milling and Malt Manufacturing,20842.97
2017,Salt Mining,52661.78
2017,Sewage Treatment Facilities,111025.55
2017,"Shale, Clay and Refractory Mineral Mining and Quarrying",11531.7
2017,Spring (Heavy Gauge) Manufacturing,11981.05
2017,Steam and Air-Conditioning Supply,271518.04
2017,Steel Wire Drawing,26690.39
2017,Sugar Manufacturing,65888.24
2017,Tire Manufacturing,17987.71
2017,Universities,414169.17
2017,Unsupported Plastic Film and Sheet Manufacturing,15196.74
2017,Waferboard Mills,13731.12
2017,Waste Collection,36837.43
2017,Waste Treatment and Disposal,3999186.72
2017,Wet Corn Milling,179808.79
2018,All Other Basic Inorganic Chemical Manufacturing,494491.9
2018,All Other Metal Ore Mining,46167.15
2018,All Other Miscellaneous Chemical Product Manufacturing,48302.82
2018,All Other Miscellaneous Manufacturing,16908.28
2018,All Other Non-Metallic Mineral Mining and Quarrying,38498.02
2018,All Other Non-Metallic Mineral Product Manufacturing,163885.99
2018,"All Other Professional, Scientific and Technical Services",30910.86
2018,"Aluminum Rolling, Drawing, Extruding and Alloying",90350.99
2018,Animal (except Poultry) Slaughtering,11552.93
2018,Artificial and Synthetic Fibres and Filaments Manufacturing,101202.47
2018,Asphalt Shingle and Coating Material Manufacturing,12397.6
2018,Automobile and Light-Duty Motor Vehicle Manufacturing,567154.45
2018,Breweries,15760.15
2018,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing",51049.44
2018,Casino Hotels,12771.11
2018,Cement Manufacturing,4747715.91
2018,Chemical Fertilizer (except Potash) Manufacturing,705287.37
2018,Chemical Pulp Mills,390558.51
2018,Clay Building Material and Refractory Manufacturing,61472.09
2018,"Coating, Engraving, Heat Treating and Allied Activities",39094.72
2018,Cold-Rolled Steel Shape Manufacturing,10306.87
2018,Community Colleges and C.E.G.E.P.s,3065.99
2018,Conventional Oil and Gas Extraction,153694.78
2018,"Copper Rolling, Drawing, Extruding and Alloying",14160.08
2018,Copper-Zinc Ore Mining,34633.14
2018,Defence Services,90441.51
2018,Diamond Mining,23090.43
2018,Distilleries,83593.17
2018,Floriculture Production,18782.31
2018,Forging,27834.83
2018,Fossil-Fuel Electric Power Generation,5086551.18
2018,Frozen Food Manufacturing,32723.85
2018,"Fruit and Vegetable Canning, Pickling and Drying",64340.36
2018,General (except Paediatric) Hospitals,191075.34
2018,Glass Manufacturing,78771.46
2018,Gold and Silver Ore Mining,607732.03
2018,Gypsum Product Manufacturing,108902.41
2018,Hardwood Veneer and Plywood Mills,15618.91
2018,Industrial Gas Manufacturing,589653.63
2018,Institutional Furniture Manufacturing,639.59
2018,Iron and Steel Mills and Ferro-Alloy Manufacturing,13505102.57
2018,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,101047.86
2018,Lime Manufacturing,1076325.1
2018,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,14424.7
2018,Motor Vehicle Transmission and Power Train Parts Manufacturing,46205.84
2018,Natural Gas Distribution,899064.79
2018,Newsprint Mills,31863.11
2018,Nickel-Copper Ore Mining,91067.12
2018,Non-Ferrous Die-Casting Foundries,39643.77
2018,Non-Ferrous Foundries (except Die-Casting),65089.71
2018,Non-Ferrous Metal (except Aluminum) Smelting and Refining,476513.72
2018,"Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying",23093.49
2018,Office Furniture (except Wood) Manufacturing,11574.37
2018,Oilseed Processing,129812.94
2018,Other Basic Organic Chemical Manufacturing,818260.65
2018,Other Electric Power Generation,62137.12
2018,Other Federal Government Public Administration,56628.57
2018,Other Food Crops Grown Under Cover,538033.31
2018,Other Motor Vehicle Parts Manufacturing,65955.31
2018,Other Petroleum and Coal Products Manufacturing,535412.75
2018,Other Snack Food Manufacturing,36327.41
2018,Other Support Activities for Air Transportation,82481.69
2018,Paediatric Hospitals,32171.51
2018,Paper (except Newsprint) Mills,354652.9
2018,Paper Bag and Coated and Treated Paper Manufacturing,24988.2
2018,Paperboard Mills,269897.73
2018,Particle Board and Fibreboard Mills,70691.77
2018,Petrochemical Manufacturing,1347440.17
2018,Petroleum Refineries,4105420.5
2018,Pharmaceutical and Medicine Manufacturing,62038.98
2018,Pipeline Transportation of Natural Gas,1024452.69
2018,Polystyrene Foam Product Manufacturing,14679.02
2018,Poultry Processing,29218.43
2018,Rendering and Meat Processing from Carcasses,85598.18
2018,Resin and Synthetic Rubber Manufacturing,448229.07
2018,Rice Milling and Malt Manufacturing,19377.1
2018,Salt Mining,58525.17
2018,Sawmills (except Shingle and Shake Mills),108714.34
2018,Sewage Treatment Facilities,122235.6
2018,"Shale, Clay and Refractory Mineral Mining and Quarrying",12263.2
2018,Spring (Heavy Gauge) Manufacturing,14463.9
2018,Steam and Air-Conditioning Supply,291646.07
2018,Steel Wire Drawing,25081.24
2018,Sugar Manufacturing,95297.65
2018,Tire Manufacturing,19788.55
2018,Universities,438210.87
2018,Unsupported Plastic Film and Sheet Manufacturing,15002.38
2018,Waferboard Mills,10313.72
2018,Waste Collection,38396.07
2018,Waste Treatment and Disposal,3271599.18
2018,Wet Corn Milling,226043.7
2019,Aerospace Product and Parts Manufacturing,14294.71
2019,All Other Basic Inorganic Chemical Manufacturing,509366.28
2019,All Other Converted Paper Product Manufacturing,15531.76
2019,All Other Metal Ore Mining,50871.2
2019,All Other Miscellaneous Chemical Product Manufacturing,74179.98
2019,All Other Non-Metallic Mineral Mining and Quarrying,32681.87
2019,All Other Non-Metallic Mineral Product Manufacturing,138831.39
2019,"All Other Professional, Scientific and Technical Services",29492.46
2019,"Aluminum Rolling, Drawing, Extruding and Alloying",87429.09
2019,Animal (except Poultry) Slaughtering,29890.31
2019,Artificial and Synthetic Fibres and Filaments Manufacturing,107921.82
2019,Asphalt Shingle and Coating Material Manufacturing,13195.94
2019,Automobile and Light-Duty Motor Vehicle Manufacturing,471471.11
2019,Breweries,45315.64
2019,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing",56070.07
2019,Casino Hotels,12160.57
2019,Cement Manufacturing,4508554.1
2019,Chemical Fertilizer (except Potash) Manufacturing,773199.05
2019,Chemical Pulp Mills,446075.85
2019,Clay Building Material and Refractory Manufacturing,35556.43
2019,"Coating, Engraving, Heat Treating and Allied Activities",40127.39
2019,Cold-Rolled Steel Shape Manufacturing,58643.05
2019,Community Colleges and C.E.G.E.P.s,3005.23
2019,Conventional Oil and Gas Extraction,175279.25
2019,Cookie and Cracker Manufacturing,10518.94
2019,"Copper Rolling, Drawing, Extruding and Alloying",12574.98
2019,Copper-Zinc Ore Mining,35413.75
2019,Defence Services,94481.71
2019,Diamond Mining,11311.82
2019,Distilleries,77565.58
2019,Dry Cleaning and Laundry Services (except Coin-Operated),11429.3
2019,Electric Bulk Power Transmission and Control,47260.62
2019,Flavouring Syrup and Concentrate Manufacturing,7450.5
2019,Floriculture Production,24243.74
2019,Forging,35096.48
2019,Fossil-Fuel Electric Power Generation,5086718.77
2019,Frozen Food Manufacturing,15022.06
2019,"Fruit and Vegetable Canning, Pickling and Drying",54821.48
2019,General (except Paediatric) Hospitals,202531.23
2019,Glass Manufacturing,85922.44
2019,Gold and Silver Ore Mining,661600.83
2019,Gypsum Product Manufacturing,106087.91
2019,Hardwood Veneer and Plywood Mills,16400.04
2019,Industrial Gas Manufacturing,638773.14
2019,Institutional Furniture Manufacturing,720.9
2019,Iron and Steel Mills and Ferro-Alloy Manufacturing,12923880.71
2019,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,58625.22
2019,Lime Manufacturing,982888.97
2019,Material Handling Equipment Manufacturing,14176.98
2019,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,6770.66
2019,Motor Vehicle Transmission and Power Train Parts Manufacturing,55535.89
2019,Natural Gas Distribution,515530.21
2019,Newsprint Mills,29139.09
2019,Nickel-Copper Ore Mining,38184.48
2019,Non-Chocolate Confectionery Manufacturing,9994.05
2019,Non-Ferrous Die-Casting Foundries,119037.88
2019,Non-Ferrous Foundries (except Die-Casting),58403.02
2019,Non-Ferrous Metal (except Aluminum) Smelting and Refining,522267.13
2019,"Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying",24368.09
2019,Office Furniture (except Wood) Manufacturing,7359.74
2019,Oil and gas extraction (except oil sands),58396.13
2019,Oilseed Processing,127294.24
2019,Other Basic Organic Chemical Manufacturing,866207.72
2019,Other Electric Power Generation,42928.67
2019,Other Federal Government Public Administration,76774.09
2019,Other Food Crops Grown Under Cover,673750.0
2019,Other Motor Vehicle Parts Manufacturing,183914.44
2019,Other Petroleum and Coal Products Manufacturing,521755.87
2019,Other Snack Food Manufacturing,37553.1
2019,Other Support Activities for Air Transportation,66297.88
2019,Paediatric Hospitals,27828.89
2019,Paper (except Newsprint) Mills,351290.49
2019,Paper Bag and Coated and Treated Paper Manufacturing,32125.69
2019,Paperboard Mills,252712.75
2019,Particle Board and Fibreboard Mills,75957.87
2019,Petrochemical Manufacturing,1345387.61
2019,Petroleum Refineries,3682242.02
2019,Pharmaceutical and Medicine Manufacturing,73742.12
2019,Pipeline Transportation of Natural Gas,1323110.24
2019,Polystyrene Foam Product Manufacturing,12319.67
2019,Poultry Processing,49329.65
2019,Rendering and Meat Processing from Carcasses,68310.41
2019,Resin and Synthetic Rubber Manufacturing,185815.87
2019,Rice Milling and Malt Manufacturing,22569.22
2019,Salt Mining,63538.21
2019,Sanitary Paper Product Manufacturing,18052.0
2019,Sawmills (except Shingle and Shake Mills),20028.89
2019,Sewage Treatment Facilities,108880.54
2019,"Shale, Clay and Refractory Mineral Mining and Quarrying",12472.6
2019,Spring (Heavy Gauge) Manufacturing,14294.61
2019,Steam and Air-Conditioning Supply,303413.22
2019,Steel Wire Drawing,24782.46
2019,Sugar Manufacturing,100244.14
2019,Tire Manufacturing,21177.9
2019,Universities,461253.71
2019,Unsupported Plastic Film and Sheet Manufacturing,15002.66
2019,Waferboard Mills,17093.73
2019,Waste Collection,42303.8
2019,Waste Treatment and Disposal,3616877.34
2019,Wet Corn Milling,217592.58
2019,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing",519.09
2020,Aerospace Product and Parts Manufacturing,11695.1
2020,All Other Basic Inorganic Chemical Manufacturing,422465.66
2020,All Other Converted Paper Product Manufacturing,15605.6
2020,All Other Metal Ore Mining,35739.88
2020,All Other Miscellaneous Chemical Product Manufacturing,68106.13
2020,All Other Non-Metallic Mineral Mining and Quarrying,30025.53
2020,All Other Non-Metallic Mineral Product Manufacturing,115033.78
2020,"All Other Professional, Scientific and Technical Services",26555.11
2020,"Aluminum Rolling, Drawing, Extruding and Alloying",85942.23
2020,Animal (except Poultry) Slaughtering,31000.05
2020,Artificial and Synthetic Fibres and Filaments Manufacturing,81990.84
2020,Asphalt Paving Mixture and Block Manufacturing,12204.36
2020,Asphalt Shingle and Coating Material Manufacturing,13218.29
2020,Automobile and Light-Duty Motor Vehicle Manufacturing,388669.61
2020,Breakfast Cereal Manufacturing,10900.34
2020,Breweries,39315.59
2020,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing",71117.86
2020,Casino Hotels,8499.66
2020,Cement Manufacturing,4608724.12
2020,Chemical Fertilizer (except Potash) Manufacturing,695625.91
2020,Chemical Pulp Mills,461668.01
2020,Clay Building Material and Refractory Manufacturing,72076.39
2020,"Coating, Engraving, Heat Treating and Allied Activities",58905.45
2020,Cold-Rolled Steel Shape Manufacturing,31055.98
2020,Commercial Bakeries and Frozen Bakery Product Manufacturing,12400.72
2020,Community Colleges and C.E.G.E.P.s,2760.78
2020,Conventional Oil and Gas Extraction,171838.51
2020,Cookie and Cracker Manufacturing,11095.95
2020,"Copper Rolling, Drawing, Extruding and Alloying",12407.09
2020,Copper-Zinc Ore Mining,35782.18
2020,Defence Services,82845.75
2020,Distilleries,81548.35
2020,Dry Cleaning and Laundry Services (except Coin-Operated),11479.44
2020,Electric Bulk Power Transmission and Control,66223.0
2020,"Fibre, Yarn and Thread Mills",8968.92
2020,Flavouring Syrup and Concentrate Manufacturing,10315.39
2020,Floriculture Production,26500.26
2020,Forging,34896.61
2020,Fossil-Fuel Electric Power Generation,5143377.46
2020,Frozen Food Manufacturing,10592.73
2020,"Fruit and Vegetable Canning, Pickling and Drying",60786.7
2020,General (except Paediatric) Hospitals,197049.49
2020,Glass Manufacturing,88530.64
2020,Gold and Silver Ore Mining,648055.69
2020,Gypsum Product Manufacturing,103942.9
2020,Hardwood Veneer and Plywood Mills,15594.65
2020,Industrial Gas Manufacturing,629705.17
2020,Institutional Furniture Manufacturing,775.69
2020,Iron and Steel Mills and Ferro-Alloy Manufacturing,11085239.5
2020,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,38838.88
2020,Lime Manufacturing,792907.55
2020,Motor Vehicle Metal Stamping,10149.43
2020,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,26903.77
2020,Motor Vehicle Transmission and Power Train Parts Manufacturing,48953.2
2020,Natural Gas Distribution,508909.29
2020,Newsprint Mills,22547.29
2020,Nickel-Copper Ore Mining,31845.72
2020,Non-Chocolate Confectionery Manufacturing,10394.52
2020,Non-Ferrous Die-Casting Foundries,82693.49
2020,Non-Ferrous Foundries (except Die-Casting),50431.12
2020,Non-Ferrous Metal (except Aluminum) Smelting and Refining,490874.99
2020,"Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying",16647.64
2020,Office Furniture (except Wood) Manufacturing,11159.06
2020,Oilseed Processing,126623.31
2020,Other Basic Organic Chemical Manufacturing,834679.13
2020,Other Electric Power Generation,52995.57
2020,Other Federal Government Public Administration,69636.46
2020,Other Food Crops Grown Under Cover,775106.55
2020,Other Motor Vehicle Parts Manufacturing,99833.54
2020,Other Petroleum and Coal Products Manufacturing,474501.35
2020,Other Snack Food Manufacturing,40394.02
2020,Other Support Activities for Air Transportation,46165.24
2020,Paediatric Hospitals,23567.7
2020,Paper (except Newsprint) Mills,413999.44
2020,Paper Bag and Coated and Treated Paper Manufacturing,32465.42
2020,Paperboard Mills,246670.11
2020,Particle Board and Fibreboard Mills,98147.16
2020,Petrochemical Manufacturing,1339071.96
2020,Petroleum Refineries,3794939.1
2020,Pharmaceutical and Medicine Manufacturing,71674.12
2020,Pipeline Transportation of Natural Gas,1084552.77
2020,Polystyrene Foam Product Manufacturing,10424.32
2020,Poultry Processing,48732.6
2020,Rendering and Meat Processing from Carcasses,63264.11
2020,Resin and Synthetic Rubber Manufacturing,181775.86
2020,Rice Milling and Malt Manufacturing,20136.2
2020,Salt Mining,65098.87
2020,Sanitary Paper Product Manufacturing,18131.75
2020,Sawmills (except Shingle and Shake Mills),14649.8
2020,Sewage Treatment Facilities,105585.84
2020,"Shale, Clay and Refractory Mineral Mining and Quarrying",11537.01
2020,Soft Drink and Ice Manufacturing,22006.63
2020,Spring (Heavy Gauge) Manufacturing,9383.96
2020,Steam and Air-Conditioning Supply,283010.1
2020,Steel Wire Drawing,19869.32
2020,Sugar Manufacturing,104457.82
2020,Tire Manufacturing,18042.2
2020,Universities,422856.7
2020,Unsupported Plastic Film and Sheet Manufacturing,13384.93
2020,Waferboard Mills,11770.86
2020,Waste Collection,39262.8
2020,Waste Treatment and Disposal,3542921.7
2020,Wet Corn Milling,221233.68
2020,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing",386.44
2021,Aerospace Product and Parts Manufacturing,11398.85
2021,All Other Basic Inorganic Chemical Manufacturing,507193.14
2021,All Other Converted Paper Product Manufacturing,15261.62
2021,All Other Metal Ore Mining,45285.24
2021,All Other Miscellaneous Chemical Product Manufacturing,72593.29
2021,All Other Non-Metallic Mineral Mining and Quarrying,39697.9
2021,All Other Non-Metallic Mineral Product Manufacturing,103939.78
2021,"All Other Professional, Scientific and Technical Services",24143.92
2021,"Aluminum Rolling, Drawing, Extruding and Alloying",98336.27
2021,Animal (except Poultry) Slaughtering,29547.91
2021,Artificial and Synthetic Fibres and Filaments Manufacturing,104694.44
2021,Asphalt Paving Mixture and Block Manufacturing,11677.51
2021,Asphalt Shingle and Coating Material Manufacturing,14187.63
2021,Automobile and Light-Duty Motor Vehicle Manufacturing,367102.4
2021,Breakfast Cereal Manufacturing,9780.87
2021,Breweries,39137.98
2021,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing",75671.44
2021,Casino Hotels,6474.16
2021,Cement Manufacturing,4682120.22
2021,Chemical Fertilizer (except Potash) Manufacturing,790722.63
2021,Chemical Pulp Mills,469862.63
2021,Chocolate and chocolate confectionery manufacturing from cacao beans,27975.8
2021,Clay Building Material and Refractory Manufacturing,129417.73
2021,"Coating, Engraving, Heat Treating and Allied Activities",61388.5
2021,Cold-Rolled Steel Shape Manufacturing,46017.22
2021,Commercial Bakeries and Frozen Bakery Product Manufacturing,11817.95
2021,Community Colleges and C.E.G.E.P.s,2562.65
2021,Conventional Oil and Gas Extraction,165574.34
2021,Cookie and Cracker Manufacturing,10638.24
2021,"Copper Rolling, Drawing, Extruding and Alloying",12933.11
2021,Copper-Zinc Ore Mining,31072.29
2021,Defence Services,87963.05
2021,Distilleries,76952.44
2021,Dry Cleaning and Laundry Services (except Coin-Operated),12150.77
2021,Electric Bulk Power Transmission and Control,50212.94
2021,"Fibre, Yarn and Thread Mills",10238.31
2021,Flavouring Syrup and Concentrate Manufacturing,12488.59
2021,Floriculture Production,32396.01
2021,Forging,35371.94
2021,Fossil-Fuel Electric Power Generation,6042820.25
2021,Frozen Food Manufacturing,21625.4
2021,"Fruit and Vegetable Canning, Pickling and Drying",61461.02
2021,General (except Paediatric) Hospitals,213091.76
2021,Glass Manufacturing,87966.05
2021,Gold and Silver Ore Mining,681345.04
2021,Gypsum Product Manufacturing,114895.71
2021,Hardwood Veneer and Plywood Mills,16640.24
2021,Industrial Gas Manufacturing,639893.78
2021,Institutional Furniture Manufacturing,730.98
2021,Iron and Steel Mills and Ferro-Alloy Manufacturing,12573461.56
2021,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,75053.99
2021,Lime Manufacturing,941031.33
2021,Machine Shops,0.02
2021,Motor Vehicle Metal Stamping,10489.04
2021,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,20816.22
2021,Motor Vehicle Transmission and Power Train Parts Manufacturing,51207.01
2021,Natural Gas Distribution,521649.95
2021,Newsprint Mills,22056.72
2021,Nickel-Copper Ore Mining,25668.54
2021,Non-Chocolate Confectionery Manufacturing,10814.26
2021,Non-Ferrous Die-Casting Foundries,120769.57
2021,Non-Ferrous Foundries (except Die-Casting),29851.98
2021,Non-Ferrous Metal (except Aluminum) Smelting and Refining,412514.28
2021,"Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying",22054.19
2021,Office Furniture (except Wood) Manufacturing,10229.96
2021,Oilseed Processing,135082.69
2021,Other Basic Organic Chemical Manufacturing,844209.33
2021,Other Electric Power Generation,48587.67
2021,Other Federal Government Public Administration,66288.35
2021,Other Food Crops Grown Under Cover,862458.28
2021,Other Motor Vehicle Parts Manufacturing,125289.9
2021,Other Petroleum and Coal Products Manufacturing,490177.54
2021,Other Snack Food Manufacturing,41134.68
2021,Other Support Activities for Air Transportation,62132.97
2021,Paediatric Hospitals,9740.54
2021,Paper (except Newsprint) Mills,441264.41
2021,Paper Bag and Coated and Treated Paper Manufacturing,34552.73
2021,Paperboard Mills,239985.77
2021,Particle Board and Fibreboard Mills,97883.9
2021,Petrochemical Manufacturing,1350345.66
2021,Petroleum Refineries,4022042.91
2021,Pharmaceutical and Medicine Manufacturing,72657.77
2021,Pipeline Transportation of Natural Gas,1199717.98
2021,Polystyrene Foam Product Manufacturing,11099.7
2021,Poultry Processing,51768.43
2021,Rendering and Meat Processing from Carcasses,64787.32
2021,Resin and Synthetic Rubber Manufacturing,182156.44
2021,Rice Milling and Malt Manufacturing,20187.47
2021,Salt Mining,65073.69
2021,Sanitary Paper Product Manufacturing,17641.08
2021,Sawmills (except Shingle and Shake Mills),16136.74
2021,Sewage Treatment Facilities,103823.04
2021,"Shale, Clay and Refractory Mineral Mining and Quarrying",12367.75
2021,Soft Drink and Ice Manufacturing,32958.53
2021,Spring (Heavy Gauge) Manufacturing,10598.74
2021,Steam and Air-Conditioning Supply,330770.59
2021,Steel Wire Drawing,16162.52
2021,Sugar Manufacturing,75483.73
2021,Tire Manufacturing,20990.16
2021,Universities,411298.84
2021,Unsupported Plastic Film and Sheet Manufacturing,14454.97
2021,Waferboard Mills,12862.67
2021,Waste Collection,38493.76
2021,Waste Treatment and Disposal,3809646.87
2021,Wet Corn Milling,215381.82
2021,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing",386.44
2022,Aerospace Product and Parts Manufacturing,10013.85
2022,All Other Basic Inorganic Chemical Manufacturing,516319.22
2022,All Other Converted Paper Product Manufacturing,16138.9
2022,All Other Metal Ore Mining,56483.45
2022,All Other Miscellaneous Chemical Product Manufacturing,69958.37
2022,All Other Non-Metallic Mineral Mining and Quarrying,36230.35
2022,All Other Non-Metallic Mineral Product Manufacturing,83724.61
2022,"All Other Professional, Scientific and Technical Services",26850.13
2022,"Aluminum Rolling, Drawing, Extruding and Alloying",93735.06
2022,Artificial and Synthetic Fibres and Filaments Manufacturing,101195.64
2022,Asphalt Paving Mixture and Block Manufacturing,11768.11
2022,Asphalt Shingle and Coating Material Manufacturing,14698.44
2022,Automobile and Light-Duty Motor Vehicle Manufacturing,477928.92
2022,Beef cattle slaughtering,12979.51
2022,Breakfast Cereal Manufacturing,10882.23
2022,Breweries,37671.08
2022,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing",60307.34
2022,Casino Hotels,10419.12
2022,Cement Manufacturing,4439141.99
2022,Chemical Fertilizer (except Potash) Manufacturing,551106.44
2022,Chemical Pulp Mills,482769.64
2022,Chocolate and chocolate confectionery manufacturing from cacao beans,29649.25
2022,Clay Building Material and Refractory Manufacturing,109010.32
2022,"Coating, Engraving, Heat Treating and Allied Activities",61164.04
2022,Cold-Rolled Steel Shape Manufacturing,30345.61
2022,Commercial Bakeries and Frozen Bakery Product Manufacturing,12110.47
2022,Communication and Energy Wire and Cable Manufacturing,18328.13
2022,Conventional Oil and Gas Extraction,188375.42
2022,Cookie and Cracker Manufacturing,11208.17
2022,"Copper Rolling, Drawing, Extruding and Alloying",11393.11
2022,Copper-Zinc Ore Mining,30819.2
2022,Defence Services,91927.55
2022,Diamond Mining,11509.79
2022,Distilleries,78737.72
2022,Dry Cleaning and Laundry Services (except Coin-Operated),12825.73
2022,Electric Bulk Power Transmission and Control,29581.8
2022,"Fibre, Yarn and Thread Mills",10045.42
2022,Flavouring Syrup and Concentrate Manufacturing,17345.72
2022,Floriculture Production,33172.68
2022,Forging,38013.12
2022,Fossil-Fuel Electric Power Generation,7237455.49
2022,Frozen Food Manufacturing,23583.46
2022,"Fruit and Vegetable Canning, Pickling and Drying",80349.2
2022,General (except Paediatric) Hospitals,211579.45
2022,Glass Manufacturing,82701.88
2022,Gold and Silver Ore Mining,703536.17
2022,Gypsum Product Manufacturing,112631.99
2022,Hardwood Veneer and Plywood Mills,16963.74
2022,Hog slaughtering,13976.41
2022,Industrial Gas Manufacturing,555535.97
2022,Institutional Furniture Manufacturing,760.98
2022,Iron and Steel Mills and Ferro-Alloy Manufacturing,12235149.78
2022,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,94677.35
2022,Lime Manufacturing,951675.46
2022,Machine Shops,0.0
2022,Motor Vehicle Metal Stamping,10847.89
2022,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,39324.58
2022,Motor Vehicle Transmission and Power Train Parts Manufacturing,52194.33
2022,Natural Gas Distribution,450540.53
2022,Newsprint Mills,35695.24
2022,Nickel-Copper Ore Mining,28174.84
2022,Non-Chocolate Confectionery Manufacturing,10078.72
2022,Non-Ferrous Die-Casting Foundries,143275.49
2022,Non-Ferrous Foundries (except Die-Casting),45990.41
2022,Non-Ferrous Metal (except Aluminum) Smelting and Refining,462778.18
2022,"Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying",22309.0
2022,Office Furniture (except Wood) Manufacturing,10033.4
2022,Oilseed Processing,133800.45
2022,Other Basic Organic Chemical Manufacturing,842967.61
2022,Other Electric Power Generation,25869.81
2022,Other Federal Government Public Administration,65345.04
2022,Other Food Crops Grown Under Cover,896611.2
2022,Other Motor Vehicle Parts Manufacturing,76903.01
2022,Other Petroleum and Coal Products Manufacturing,559320.01
2022,Other Snack Food Manufacturing,42904.79
2022,Other Support Activities for Air Transportation,65468.78
2022,Paediatric Hospitals,5105.07
2022,Paper (except Newsprint) Mills,458108.36
2022,Paper Bag and Coated and Treated Paper Manufacturing,33801.63
2022,Paperboard Mills,234255.07
2022,Particle Board and Fibreboard Mills,93287.98
2022,Petrochemical Manufacturing,1136158.99
2022,Petroleum Product Wholesaler-Distributors,12903.56
2022,Petroleum Refineries,4138572.65
2022,Pharmaceutical and Medicine Manufacturing,64003.47
2022,Pipeline Transportation of Natural Gas,1540077.24
2022,Polystyrene Foam Product Manufacturing,12180.62
2022,Poultry Processing,51009.56
2022,Rendering and Meat Processing from Carcasses,68683.6
2022,Resin and Synthetic Rubber Manufacturing,169183.33
2022,Rice Milling and Malt Manufacturing,20176.27
2022,Salt Mining,63178.02
2022,Sanitary Paper Product Manufacturing,19805.27
2022,Sawmills (except Shingle and Shake Mills),16463.5
2022,Sewage Treatment Facilities,302861.05
2022,"Shale, Clay and Refractory Mineral Mining and Quarrying",11729.04
2022,Soft Drink and Ice Manufacturing,33363.73
2022,Spring (Heavy Gauge) Manufacturing,11353.79
2022,Steam and Air-Conditioning Supply,334293.41
2022,Steel Wire Drawing,15380.78
2022,Sugar Manufacturing,77434.06
2022,Tire Manufacturing,20649.12
2022,Universities,425863.72
2022,Unsupported Plastic Film and Sheet Manufacturing,14208.5
2022,Waferboard Mills,14114.71
2022,Waste Collection,44242.24
2022,Waste Treatment and Disposal,3902126.64
2022,Wet Corn Milling,221469.32
2022,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing",1182.53
2023,Aerospace Product and Parts Manufacturing,13285.51
2023,All Other Basic Inorganic Chemical Manufacturing,511429.0
2023,All Other Converted Paper Product Manufacturing,15395.53
2023,All Other Metal Ore Mining,56107.38
2023,All Other Miscellaneous Chemical Product Manufacturing,84451.58
2023,All Other Non-Metallic Mineral Mining and Quarrying,36107.46
2023,All Other Non-Metallic Mineral Product Manufacturing,80081.33
2023,"All Other Professional, Scientific and Technical Services",25063.5
2023,"Aluminum Rolling, Drawing, Extruding and Alloying",95751.96
2023,Artificial and Synthetic Fibres and Filaments Manufacturing,87595.16
2023,Asphalt Paving Mixture and Block Manufacturing,29441.89
2023,Asphalt Shingle and Coating Material Manufacturing,14011.93
2023,Automobile and Light-Duty Motor Vehicle Manufacturing,438225.45
2023,Beef cattle slaughtering,16385.95
2023,Breakfast Cereal Manufacturing,10266.73
2023,Breweries,41214.02
2023,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing",60852.57
2023,Casino Hotels,11477.03
2023,Cement Manufacturing,4297695.25
2023,Chemical Fertilizer (except Potash) Manufacturing,594762.94
